participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.time_for_initial_decision,player.time_for_decision_when_disagreement_occurred,player.intermediary_payoff,player.written_outcome,player.initial_decision,player.phrase,player.sentence,player.senses,player.decision,group.id_in_subsession,group.is_initial_agreement,group.is_eventual_agreement,group.is_golden_label,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
80,3w6wig2k,,0,0,95,,,,0,,,0,80,,0,,,,,,nodded,"Five minutes later, before Haney could make his break, the stranger stood up and nodded farewell.","a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",,1,,,,3,v8jw39uu,,,,,0
81,2es727k4,,0,0,95,,,,0,,,0,81,,0,,,,,,nodded,"Five minutes later, before Haney could make his break, the stranger stood up and nodded farewell.","a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",,1,,,,3,v8jw39uu,,,,,0
82,byotkcfq,,0,0,95,,,,0,,,0,82,,0,,,,,,nodded,"Five minutes later, before Haney could make his break, the stranger stood up and nodded farewell.","a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",,1,,,,3,v8jw39uu,,,,,0
83,ypvwp5jn,,0,0,95,,,,0,,,0,83,,0,,,,,,nodded,"Five minutes later, before Haney could make his break, the stranger stood up and nodded farewell.","a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",,1,,,,3,v8jw39uu,,,,,0
84,epm8y8xw,,0,0,95,,,,0,,,0,84,,0,,,,,,nodded,"Five minutes later, before Haney could make his break, the stranger stood up and nodded farewell.","a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",,1,,,,3,v8jw39uu,,,,,0
1,l81l91fj,00020551b2--62a70d75111d247825ed60ce,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:09.495602+00:00,1,,,53,3,,0,249.046204,7.610071,0,Your team disagrees,1,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",1,2,0,0,,4,v8jw39uu,,,,,0
2,duey5jmx,00020551b2--62a70d7993820275f9e6511f,0,95,95,last,Last,2022-06-13 10:12:18.424442+00:00,1,,,43,3,,10,,14.466795,10,"Your team agrees with you, congratulations!",0,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",0,3,1,1,,4,v8jw39uu,,,,,0
3,kb4xh90w,00020551b2--62a70d853e4bbc46d7b63ed5,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:28.742035+00:00,1,,,60,1,,0,224.853592,99.369228,0,Your team disagrees,0,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",0,2,0,0,,4,v8jw39uu,,,,,0
4,dh34bcev,00020551b2--62a70d79037a78554529687d,0,95,95,last,Last,2022-06-13 10:12:30.388528+00:00,1,,,43,1,,10,,38.89137,10,"Your team agrees with you, congratulations!",0,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",0,3,1,1,,4,v8jw39uu,,,,,0
5,18xmbok4,00020551b2--62a70d89059cac0e9377c2da,0,1,95,intro_matcher,Intro,2022-06-13 10:12:30.648840+00:00,1,,,0,5,,0,,,,,,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",,1,,,,4,v8jw39uu,,,,,0
6,wusx1aqt,00020551b2--62a70d81cd14e60843e78de3,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:33.761728+00:00,1,,,50,3,,0,191.901708,44.396783,0,Your team disagrees,3,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",2,5,0,0,,4,v8jw39uu,,,,,0
7,nnbai6eu,00020551b2--62a70d89276629520ee30a74,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:35.333583+00:00,1,,,60,2,,0,199.190481,99.665768,0,Your team disagrees,0,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",0,2,0,0,,4,v8jw39uu,,,,,0
8,pgzfftd7,00020551b2--62a70d7c61497e119c6d46da,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:37.399483+00:00,1,,,80,3,,10,,96.490287,10,"Your team agrees with you, congratulations!",0,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",0,6,1,1,,4,v8jw39uu,,,,,0
9,ptwqybi2,00020551b2--62a70d82450a60329403118c,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:37.692430+00:00,1,,,40,2,,0,227.788775,30.635009,0,Your team disagrees,2,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",1,4,0,0,,4,v8jw39uu,,,,,0
10,aysqym01,00020551b2--62a70d904f0ede6bfabded80,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:43.177454+00:00,1,,,50,2,,10,,97.882744,10,"Your team agrees with you, congratulations!",0,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",0,3,1,1,,4,v8jw39uu,,,,,0
11,tw74rorl,00020551b2--62a70d8ecd14e60843e78e37,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:43.510453+00:00,1,,,30,1,,0,193.496768,96.976691,0,Your team disagrees,0,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",0,12,0,0,,4,v8jw39uu,,,,,0
12,279d0sem,00020551b2--62a70d95552bd0485174af98,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:43.921804+00:00,1,,,60,1,,0,199.239907,98.639449,0,Your team disagrees,0,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",0,7,0,0,,4,v8jw39uu,,,,,0
13,pvtljswc,00020551b2--62a70d95598d17774f254226,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:45.910364+00:00,1,,,50,1,,0,199.325412,99.124007,0,Your team disagrees,0,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",0,5,0,0,,4,v8jw39uu,,,,,0
14,8eabaeoj,00020551b2--62a70d97e3af0f15c4b93a1f,0,95,95,last,Last,2022-06-13 10:12:46.434830+00:00,1,,,36,2,,0,204.097043,12.802572,0,Your team disagrees,1,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",0,5,0,0,,4,v8jw39uu,,,,,0
15,bclront8,00020551b2--62a70d946c08bd0cc60e0356,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:47.918474+00:00,1,,,53,2,,0,200.386703,8.433711,0,Your team disagrees,3,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",2,7,0,0,,4,v8jw39uu,,,,,0
16,qle1y5e1,00020551b2--62a70d9473c63f3d1e230585,0,95,95,last,Last,2022-06-13 10:12:47.804604+00:00,1,,,40,3,,0,123.689786,97.774151,0,Your team disagrees,0,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",0,4,0,0,,4,v8jw39uu,,,,,0
17,iams0aoo,00020551b2--62a70d99450a60329403123f,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:49.100502+00:00,1,,,40,1,,0,196.000382,97.150641,0,Your team disagrees,0,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",0,4,0,0,,4,v8jw39uu,,,,,0
18,jt4q5kny,00020551b2--62a70d9b305db237b24019d2,0,1,95,intro_matcher,Intro,2022-06-13 10:12:50.221459+00:00,1,,,0,18,,0,,,,,,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",,1,,,,4,v8jw39uu,,,,,0
19,twn9fb4m,00020551b2--62a70d9973c63f3d1e230594,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:50.520395+00:00,1,,,80,1,,10,,99.459469,10,"Your team agrees with you, congratulations!",0,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",0,6,1,1,,4,v8jw39uu,,,,,0
20,b1cz8e00,00020551b2--62a70d8f059cac0e9377c349,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:53.233784+00:00,1,,,70,1,,0,214.762422,33.918021,0,Your team disagrees,3,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",3,8,0,0,,4,v8jw39uu,,,,,0
21,6ivnoczu,00020551b2--62a70d9d305db237b24019dd,0,92,95,wsd_app,FinalResults,2022-06-13 10:12:53.392902+00:00,1,,,80,2,,10,,96.251321,10,"Your team agrees with you, congratulations!",0,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",0,6,1,1,,4,v8jw39uu,,,,,0
22,1e9fragw,00020551b2--62a70d92276629520ee30bd2,0,95,95,last,Last,2022-06-13 10:12:57.793744+00:00,1,,,53,3,,0,52.934982,22.141622,0,Your team disagrees,3,nodded,Pete nodded understandingly.,"a sign of assent or salutation or command;;the act of nodding the head;;express or signify by nodding;;lower and raise the head, as to indicate assent or agreement or confirmation;;let the head fall forward through drowsiness;;sway gently back and forth, as in a nodding motion;;be almost asleep",0,10,0,0,,4,v8jw39uu,,,,,0
